Input: AmA, Original Base: 55, Target Base: 12, Converted: 17058, Base10: 32900
Input: 5cb, Original Base: 59, Target Base: 5, Converted: 1112214, Base10: 19684
Input: 73D, Original Base: 22, Target Base: 39, Converted: 2AZ, Base10: 3467
Input: 13JSX, Original Base: 53, Target Base: 9, Converted: 16710584, Base10: 8392000
Input: 15, Original Base: 10, Target Base: 31, Converted: F, Base10: 15
Input: 14, Original Base: 12, Target Base: 37, Converted: G, Base10: 16
Input: EEL, Original Base: 35, Target Base: 33, Converted: G76, Base10: 17661
Input: 81, Original Base: 22, Target Base: 54, Converted: 3F, Base10: 177
Input: 2, Original Base: 27, Target Base: 12, Converted: 2, Base10: 2
Input: 212022101, Original Base: 3, Target Base: 59, Converted: 4q1, Base10: 16993
Input: 1GJ4, Original Base: 21, Target Base: 25, Converted: 11IK, Base10: 16720
Input: HG, Original Base: 35, Target Base: 4, Converted: 21203, Base10: 611
Input: FBEH, Original Base: 41, Target Base: 13, Converted: 2AB321, Base10: 1052897
Input: 54FS, Original Base: 47, Target Base: 2, Converted: 10000001000100101100, Base10: 528684
Input: 11873, Original Base: 12, Target Base: 2, Converted: 101110010010111, Base10: 23703
Input: 19EA7, Original Base: 17, Target Base: 37, Converted: 2MEJ, Base10: 131961
Input: 1DHLHE, Original Base: 22, Target Base: 28, Converted: DI65K, Base10: 8390528
Input: d9H, Original Base: 42, Target Base: 31, Converted: 29UU, Base10: 69191
Input: 2Xpg, Original Base: 59, Target Base: 62, Converted: 2DX8, Base10: 528682
Input: 3Q2GM, Original Base: 27, Target Base: 49, Converted: HilD, Base10: 2107993
Input: h, Original Base: 58, Target Base: 41, Converted: 12, Base10: 43
Input: 1ATL, Original Base: 32, Target Base: 34, Converted: 140T, Base10: 43957
Input: C, Original Base: 57, Target Base: 12, Converted: 10, Base10: 12
Input: GN, Original Base: 33, Target Base: 56, Converted: 9l, Base10: 551
Input: 1SO, Original Base: 32, Target Base: 24, Converted: 390, Base10: 1944
Input: 1Q5, Original Base: 36, Target Base: 50, Converted: ib, Base10: 2237
Input: Y, Original Base: 54, Target Base: 57, Converted: Y, Base10: 34
Input: 13LOC, Original Base: 53, Target Base: 16, Converted: 802249, Base10: 8397385
Input: A67N, Original Base: 47, Target Base: 44, Converted: CFDG, Base10: 1051836
Input: 6, Original Base: 12, Target Base: 3, Converted: 20, Base10: 6
Input: 3, Original Base: 42, Target Base: 59, Converted: 3, Base10: 3
Input: 1F, Original Base: 21, Target Base: 14, Converted: 28, Base10: 36
Input: 5, Original Base: 7, Target Base: 6, Converted: 5, Base10: 5
Input: 41FB, Original Base: 32, Target Base: 36, Converted: 2UAZ, Base10: 132587
Input: 11, Original Base: 14, Target Base: 2, Converted: 1111, Base10: 15
Input: 2GDJ, Original Base: 23, Target Base: 58, Converted: 9mu, Base10: 33116
Input: 1, Original Base: 14, Target Base: 38, Converted: 1, Base10: 1
Input: 2, Original Base: 45, Target Base: 61, Converted: 2, Base10: 2
Input: 222bX, Original Base: 45, Target Base: 33, Converted: 72EKL, Base10: 8389248
Input: 232311421, Original Base: 5, Target Base: 41, Converted: FDZ8, Base10: 1057111
Input: 1979554, Original Base: 13, Target Base: 58, Converted: gviu, Base10: 8389060
Input: LZ, Original Base: 59, Target Base: 3, Converted: 1202012, Base10: 1274
Input: 34B, Original Base: 31, Target Base: 59, Converted: p9, Base10: 3018
Input: P, Original Base: 41, Target Base: 29, Converted: P, Base10: 25
Input: A9B, Original Base: 25, Target Base: 56, Converted: 23k, Base10: 6486
Input: 11, Original Base: 6, Target Base: 25, Converted: 7, Base10: 7
Input: 4ZZX, Original Base: 48, Target Base: 31, Converted: HJ0F, Base10: 524721
Input: 0, Original Base: 13, Target Base: 49, Converted: 0, Base10: 0
Input: 215B, Original Base: 20, Target Base: 48, Converted: 77l, Base10: 16511
Input: 3A, Original Base: 32, Target Base: 63, Converted: 1h, Base10: 106
Input: 331, Original Base: 6, Target Base: 35, Converted: 3M, Base10: 127
Input: 1956, Original Base: 11, Target Base: 33, Converted: 296, Base10: 2481
Input: 35E, Original Base: 43, Target Base: 43, Converted: 35E, Base10: 5776
Input: 6BAJH, Original Base: 20, Target Base: 31, Converted: 14A39, Base10: 1052397
Input: 20117F, Original Base: 16, Target Base: 56, Converted: Bs97, Base10: 2101631
Input: 5, Original Base: 42, Target Base: 26, Converted: 5, Base10: 5
Input: 3, Original Base: 40, Target Base: 43, Converted: 3, Base10: 3
Input: 125, Original Base: 6, Target Base: 57, Converted: r, Base10: 53
Input: 40, Original Base: 12, Target Base: 13, Converted: 39, Base10: 48
Input: h, Original Base: 45, Target Base: 29, Converted: 1E, Base10: 43
Input: AB30S, Original Base: 30, Target Base: 23, Converted: 1708BD, Base10: 8399728
Input: 3OKaF, Original Base: 39, Target Base: 14, Converted: 11879B4, Base10: 8395818
Input: 7, Original Base: 42, Target Base: 35, Converted: 7, Base10: 7
Input: 5HL, Original Base: 33, Target Base: 28, Converted: 7J7, Base10: 6027
Input: I, Original Base: 26, Target Base: 12, Converted: 16, Base10: 18
Input: 1, Original Base: 39, Target Base: 3, Converted: 1, Base10: 1
Input: 1881, Original Base: 14, Target Base: 35, Converted: 3LF, Base10: 4425
Input: QHF2, Original Base: 27, Target Base: 4, Converted: 2000010032, Base10: 524558
Input: 12, Original Base: 5, Target Base: 11, Converted: 7, Base10: 7
Input: BL, Original Base: 45, Target Base: 45, Converted: BL, Base10: 516
Input: C, Original Base: 63, Target Base: 6, Converted: 20, Base10: 12
Input: 2100, Original Base: 3, Target Base: 46, Converted: 1H, Base10: 63
Input: 21, Original Base: 10, Target Base: 26, Converted: L, Base10: 21
Input: 7P6C, Original Base: 41, Target Base: 57, Converted: 2lSj, Base10: 524730
Input: 3E2W, Original Base: 34, Target Base: 44, Converted: 1PDe, Base10: 134196
Input: 22, Original Base: 17, Target Base: 2, Converted: 100100, Base10: 36
Input: 8L081, Original Base: 22, Target Base: 12, Converted: 852035, Base10: 2097833
Input: 2SZ, Original Base: 41, Target Base: 6, Converted: 33013, Base10: 4545
Input: 6, Original Base: 43, Target Base: 49, Converted: 6, Base10: 6
Input: 5m, Original Base: 56, Target Base: 52, Converted: 6G, Base10: 328
Input: 1JMT5, Original Base: 34, Target Base: 26, Converted: 4G0FP, Base10: 2109535
Input: LI, Original Base: 42, Target Base: 43, Converted: Ke, Base10: 900
Input: Be, Original Base: 45, Target Base: 5, Converted: 4120, Base10: 535
Input: 563, Original Base: 10, Target Base: 48, Converted: BZ, Base10: 563
Input: 9D17, Original Base: 19, Target Base: 54, Converted: MgU, Base10: 66450
Input: 4I, Original Base: 22, Target Base: 35, Converted: 31, Base10: 106
Input: 2C, Original Base: 24, Target Base: 17, Converted: 39, Base10: 60
Input: 1DZc, Original Base: 47, Target Base: 29, Converted: 5EHB, Base10: 134223
Input: 8, Original Base: 31, Target Base: 36, Converted: 8, Base10: 8
Input: 3848537, Original Base: 9, Target Base: 42, Converted: SE1S, Base10: 2099230
Input: 3TR, Original Base: 32, Target Base: 62, Converted: 12x, Base10: 4027
Input: I03, Original Base: 29, Target Base: 21, Converted: 1D70, Base10: 15141
Input: 12E, Original Base: 15, Target Base: 37, Converted: 7A, Base10: 269
Input: E135, Original Base: 17, Target Base: 62, Converted: Hyx, Base10: 69127
Input: L87, Original Base: 29, Target Base: 34, Converted: FGG, Base10: 17900
Input: 32A388, Original Base: 11, Target Base: 29, Converted: LGJS, Base10: 526204
Input: 12, Original Base: 38, Target Base: 48, Converted: e, Base10: 40
Input: 6IL5, Original Base: 27, Target Base: 50, Converted: 12Zg, Base10: 131792
Input: AKEC, Original Base: 23, Target Base: 13, Converted: 4846A, Base10: 132584
Input: 1, Original Base: 62, Target Base: 53, Converted: 1, Base10: 1
Input: CBW, Original Base: 37, Target Base: 39, Converted: B3J, Base10: 16867
Input: 1ed, Original Base: 47, Target Base: 57, Converted: 1FO, Base10: 4128
Input: 28d9, Original Base: 63, Target Base: 34, Converted: DK72, Base10: 534312
Input: 407, Original Base: 14, Target Base: 50, Converted: Ff, Base10: 791
Input: 0, Original Base: 43, Target Base: 10, Converted: 0, Base10: 0
Input: 9S, Original Base: 44, Target Base: 24, Converted: HG, Base10: 424
Input: 10, Original Base: 26, Target Base: 61, Converted: Q, Base10: 26
Input: 22C, Original Base: 16, Target Base: 2, Converted: 1000101100, Base10: 556
Input: 120288, Original Base: 18, Target Base: 32, Converted: 20330, Base10: 2100320
Input: 7Ib, Original Base: 50, Target Base: 8, Converted: 44005, Base10: 18437
Input: 8oP, Original Base: 54, Target Base: 16, Converted: 65C5, Base10: 26053
Input: 201940, Original Base: 16, Target Base: 25, Converted: 59FJG, Base10: 2103616
Input: 0, Original Base: 27, Target Base: 17, Converted: 0, Base10: 0
Input: CYF, Original Base: 51, Target Base: 30, Converted: 16IL, Base10: 32961
Input: 1LU9, Original Base: 45, Target Base: 54, Converted: kG9, Base10: 135009
Input: 12333, Original Base: 4, Target Base: 34, Converted: D5, Base10: 447
Input: m5, Original Base: 59, Target Base: 62, Converted: jl, Base10: 2837
Input: 67J9A, Original Base: 24, Target Base: 12, Converted: 85256A, Base10: 2098594
Input: 349Y, Original Base: 35, Target Base: 44, Converted: 1P6Q, Base10: 133874
Input: 9Yg, Original Base: 51, Target Base: 51, Converted: 9Yg, Base10: 25185
Input: CGX4, Original Base: 35, Target Base: 12, Converted: 21990B, Base10: 535259
Input: BP01G, Original Base: 29, Target Base: 55, Converted: oNRp, Base10: 8389861
Input: X, Original Base: 58, Target Base: 13, Converted: 27, Base10: 33
Input: D, Original Base: 55, Target Base: 38, Converted: D, Base10: 13
Input: 10A, Original Base: 14, Target Base: 6, Converted: 542, Base10: 206
Input: 111110100020, Original Base: 3, Target Base: 39, Converted: 4I5R, Base10: 264876
Input: 2NU, Original Base: 59, Target Base: 30, Converted: 989, Base10: 8349
Input: LSXG, Original Base: 46, Target Base: 37, Converted: 14KIJ, Base10: 2104838
Input: 1, Original Base: 59, Target Base: 32, Converted: 1, Base10: 1
Input: AI7, Original Base: 40, Target Base: 36, Converted: CWN, Base10: 16727
Input: 2EH8E, Original Base: 21, Target Base: 14, Converted: D9B27, Base10: 526295
Input: J44, Original Base: 25, Target Base: 20, Converted: 19IJ, Base10: 11979
Input: 15, Original Base: 58, Target Base: 49, Converted: 1E, Base10: 63
Input: 811AD, Original Base: 19, Target Base: 44, Converted: CEFJ, Base10: 1049991
Input: A, Original Base: 61, Target Base: 36, Converted: A, Base10: 10
Input: MG9, Original Base: 29, Target Base: 11, Converted: 13290, Base10: 18975
Input: 4133444, Original Base: 5, Target Base: 36, Converted: 1GGV, Base10: 67999
Input: 29, Original Base: 42, Target Base: 13, Converted: 72, Base10: 93
Input: 2V2K, Original Base: 36, Target Base: 28, Converted: 62AK, Base10: 133580
Input: 3055, Original Base: 12, Target Base: 2, Converted: 1010010000001, Base10: 5249
Input: 20HN3, Original Base: 38, Target Base: 42, Converted: 1EQLN, Base10: 4195697
Input: 3, Original Base: 39, Target Base: 10, Converted: 3, Base10: 3
Input: 38U, Original Base: 39, Target Base: 45, Converted: 2J0, Base10: 4905
Input: 66o, Original Base: 63, Target Base: 11, Converted: 17239, Base10: 24242
Input: 1000021211200, Original Base: 3, Target Base: 20, Converted: 372HG, Base10: 537156
Input: 1, Original Base: 15, Target Base: 59, Converted: 1, Base10: 1
Input: 57G, Original Base: 29, Target Base: 44, Converted: 2CO, Base10: 4424
Input: D, Original Base: 42, Target Base: 35, Converted: D, Base10: 13
Input: FC7, Original Base: 22, Target Base: 34, Converted: 6HH, Base10: 7531
Input: 9, Original Base: 54, Target Base: 37, Converted: 9, Base10: 9
Input: 6, Original Base: 26, Target Base: 53, Converted: 6, Base10: 6
Input: D7, Original Base: 15, Target Base: 12, Converted: 14A, Base10: 202
Input: 1E22I, Original Base: 29, Target Base: 59, Converted: 56jn, Base10: 1050485
Input: GEg, Original Base: 48, Target Base: 31, Converted: 1836, Base10: 37578
Input: 2WV, Original Base: 51, Target Base: 5, Converted: 204430, Base10: 6865
Input: H, Original Base: 38, Target Base: 50, Converted: H, Base10: 17
Input: rGE9, Original Base: 54, Target Base: 32, Converted: 8049L, Base10: 8393013
Input: G, Original Base: 40, Target Base: 15, Converted: 11, Base10: 16
Input: 111110, Original Base: 2, Target Base: 9, Converted: 68, Base10: 62
Input: 2OXd, Original Base: 47, Target Base: 54, Converted: 1ZoS, Base10: 262252
Input: 21, Original Base: 5, Target Base: 57, Converted: B, Base10: 11
Input: 2016, Original Base: 9, Target Base: 2, Converted: 10111000001, Base10: 1473
Input: 10, Original Base: 5, Target Base: 57, Converted: 5, Base10: 5
Input: PFG, Original Base: 36, Target Base: 43, Converted: HZI, Base10: 32956
Input: 1, Original Base: 53, Target Base: 24, Converted: 1, Base10: 1
Input: G, Original Base: 59, Target Base: 19, Converted: G, Base10: 16
Input: 2dVYA, Original Base: 41, Target Base: 8, Converted: 40010374, Base10: 8392956
Input: 2113430, Original Base: 5, Target Base: 23, Converted: 2L21, Base10: 35490
Input: 8388765, Original Base: 10, Target Base: 59, Converted: enpR, Base10: 8388765
Input: 109, Original Base: 58, Target Base: 17, Converted: BB7, Base10: 3373
Input: 7, Original Base: 15, Target Base: 19, Converted: 7, Base10: 7
Input: V, Original Base: 60, Target Base: 5, Converted: 111, Base10: 31
Input: 8GR, Original Base: 44, Target Base: 50, Converted: 6OJ, Base10: 16219
Input: 441040, Original Base: 5, Target Base: 33, Converted: DTV, Base10: 15145
Input: 1, Original Base: 38, Target Base: 32, Converted: 1, Base10: 1
Input: 1G, Original Base: 35, Target Base: 52, Converted: p, Base10: 51
Input: 28WWP, Original Base: 37, Target Base: 36, Converted: 2HZMR, Base10: 4198563
Input: 40bRW, Original Base: 38, Target Base: 29, Converted: BP65N, Base10: 8395030
Input: 2FE4, Original Base: 25, Target Base: 40, Converted: POJ, Base10: 40979
Input: nH, Original Base: 63, Target Base: 56, Converted: tO, Base10: 3104
Input: 2C6E, Original Base: 20, Target Base: 9, Converted: 31640, Base10: 20934
Input: Ga, Original Base: 39, Target Base: 38, Converted: HE, Base10: 660
Input: 4AD, Original Base: 47, Target Base: 50, Converted: 3aJ, Base10: 9319
Input: G252F, Original Base: 19, Target Base: 62, Converted: 8oUS, Base10: 2100712
Input: 2oD, Original Base: 52, Target Base: 63, Converted: 21K, Base10: 8021
Input: HOC, Original Base: 63, Target Base: 23, Converted: 5F9K, Base10: 68997
Input: XeL, Original Base: 45, Target Base: 35, Converted: 1L1B, Base10: 68646
Input: TRY, Original Base: 49, Target Base: 39, Converted: 17Q6, Base10: 70986
Input: 6, Original Base: 42, Target Base: 35, Converted: 6, Base10: 6
Input: 16W, Original Base: 36, Target Base: 53, Converted: T7, Base10: 1544
Input: J, Original Base: 63, Target Base: 18, Converted: 11, Base10: 19
Input: 0, Original Base: 18, Target Base: 31, Converted: 0, Base10: 0
Input: 4ZUJ, Original Base: 48, Target Base: 27, Converted: QHBJ, Base10: 524467
Input: 20162, Original Base: 7, Target Base: 12, Converted: 29BB, Base10: 4895
Input: 8OYd, Original Base: 63, Target Base: 59, Converted: ACc9, Base10: 2097813
Input: 0, Original Base: 30, Target Base: 11, Converted: 0, Base10: 0
Input: 0, Original Base: 38, Target Base: 52, Converted: 0, Base10: 0
Input: NG, Original Base: 27, Target Base: 39, Converted: GD, Base10: 637
Input: 5W4, Original Base: 61, Target Base: 40, Converted: CY1, Base10: 20561
Input: 28DBI, Original Base: 31, Target Base: 21, Converted: AGBI7, Base10: 2098222
Input: 122321, Original Base: 5, Target Base: 10, Converted: 4711, Base10: 4711
Input: 2, Original Base: 50, Target Base: 47, Converted: 2, Base10: 2
Input: A8, Original Base: 20, Target Base: 22, Converted: 9A, Base10: 208
Input: 1PDNQ, Original Base: 33, Target Base: 61, Converted: 9FAY, Base10: 2099288
Input: 122103, Original Base: 4, Target Base: 62, Converted: R9, Base10: 1683
Input: 5G9, Original Base: 30, Target Base: 14, Converted: 1B65, Base10: 4989
Input: DSm, Original Base: 51, Target Base: 31, Converted: 15MB, Base10: 35289
Input: U, Original Base: 47, Target Base: 24, Converted: 16, Base10: 30
Input: 1RO, Original Base: 29, Target Base: 49, Converted: XV, Base10: 1648
Input: 261, Original Base: 31, Target Base: 18, Converted: 693, Base10: 2109
Input: A, Original Base: 59, Target Base: 58, Converted: A, Base10: 10
Input: 2988078, Original Base: 12, Target Base: 14, Converted: 118607A, Base10: 8391260
Input: 1e9L1, Original Base: 46, Target Base: 11, Converted: 4811238, Base10: 8390907
Input: 3, Original Base: 7, Target Base: 58, Converted: 3, Base10: 3
Input: 1203277, Original Base: 11, Target Base: 43, Converted: QGSC, Base10: 2097982
Input: 28V55, Original Base: 37, Target Base: 12, Converted: 14A4413, Base10: 4196175
Input: 4, Original Base: 25, Target Base: 16, Converted: 4, Base10: 4
Input: 2VA, Original Base: 44, Target Base: 56, Converted: 1bc, Base10: 5246
Input: Q09, Original Base: 27, Target Base: 8, Converted: 45023, Base10: 18963
Input: K, Original Base: 41, Target Base: 28, Converted: K, Base10: 20
Input: 4, Original Base: 14, Target Base: 47, Converted: 4, Base10: 4
Input: 21220011012120, Original Base: 3, Target Base: 17, Converted: 2G3G7D, Base10: 4195545
Input: 4M, Original Base: 52, Target Base: 56, Converted: 46, Base10: 230
Input: 30tn, Original Base: 56, Target Base: 52, Converted: 3dpj, Base10: 529977
Input: SET, Original Base: 40, Target Base: 60, Converted: CaT, Base10: 45389
Input: 1T3X, Original Base: 34, Target Base: 60, Converted: KG3, Base10: 72963
Input: 4122201301, Original Base: 5, Target Base: 37, Converted: 4HSR0, Base10: 8397076
